entry,at,order
"""teddy @ kOMtSCwNxC"" posts a big blind of 0.08",2023-02-17T18:28:27.340Z,1.68E+14
"""dere @ IB1rRLac0F"" posts a small blind of 0.04",2023-02-17T18:28:27.340Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (24.26) | #2 ""teddy @ kOMtSCwNxC"" (39.20) | #9 ""Haoyang Zhang @ QntlFAl8Rf"" (15.80) | #10 ""Thler @ p2tt-yMqE3"" (24.74)",2023-02-17T18:28:27.340Z,1.68E+14
"-- starting hand #56 (id: zsjgsbyywhwa)  (No Limit Texas Hold'em) (dealer: ""Thler @ p2tt-yMqE3"") --",2023-02-17T18:28:27.340Z,1.68E+14
-- ending hand #55 --,2023-02-17T18:28:24.393Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" collected 7.68 from pot",2023-02-17T18:28:24.393Z,1.68E+14
"Uncalled bet of 8.12 returned to ""Haoyang Zhang @ QntlFAl8Rf""",2023-02-17T18:28:24.393Z,1.68E+14
"""dere @ IB1rRLac0F"" folds",2023-02-17T18:28:23.543Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" bets 8.12 and go all in",2023-02-17T18:28:21.469Z,1.68E+14
"""dere @ IB1rRLac0F"" checks",2023-02-17T18:28:18.899Z,1.68E+14
"River: Q♦, 9♠, 5♥, A♠ [9♥]",2023-02-17T18:28:17.526Z,1.68E+14
"""teddy @ kOMtSCwNxC"" folds",2023-02-17T18:28:16.710Z,1.68E+14
"""dere @ IB1rRLac0F"" calls 2.56",2023-02-17T18:28:15.008Z,1.68E+14
"""Thler @ p2tt-yMqE3"" folds",2023-02-17T18:28:11.562Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" raises to 2.56",2023-02-17T18:28:10.430Z,1.68E+14
"""teddy @ kOMtSCwNxC"" bets 1.28",2023-02-17T18:28:07.633Z,1.68E+14
"""dere @ IB1rRLac0F"" checks",2023-02-17T18:28:03.667Z,1.68E+14
"""Thler @ p2tt-yMqE3"" checks",2023-02-17T18:28:00.333Z,1.68E+14
"Turn: Q♦, 9♠, 5♥ [A♠]",2023-02-17T18:27:57.973Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 0.24",2023-02-17T18:27:57.159Z,1.68E+14
"""dere @ IB1rRLac0F"" calls 0.24",2023-02-17T18:27:56.260Z,1.68E+14
"""Thler @ p2tt-yMqE3"" calls 0.24",2023-02-17T18:27:53.736Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" bets 0.24",2023-02-17T18:27:50.879Z,1.68E+14
"""teddy @ kOMtSCwNxC"" checks",2023-02-17T18:27:46.413Z,1.68E+14
"""dere @ IB1rRLac0F"" checks",2023-02-17T18:27:44.377Z,1.68E+14
"""Thler @ p2tt-yMqE3"" checks",2023-02-17T18:27:40.854Z,1.68E+14
"Flop:  [Q♦, 9♠, 5♥]",2023-02-17T18:27:36.538Z,1.68E+14
"""dere @ IB1rRLac0F"" checks",2023-02-17T18:27:35.682Z,1.68E+14
"""Thler @ p2tt-yMqE3"" calls 0.08",2023-02-17T18:27:33.714Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" calls 0.08",2023-02-17T18:27:31.453Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 0.08",2023-02-17T18:27:29.072Z,1.68E+14
"""dere @ IB1rRLac0F"" posts a big blind of 0.08",2023-02-17T18:27:26.937Z,1.68E+14
"""Thler @ p2tt-yMqE3"" posts a small blind of 0.04",2023-02-17T18:27:26.937Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (27.14) | #2 ""teddy @ kOMtSCwNxC"" (40.80) | #9 ""Haoyang Zhang @ QntlFAl8Rf"" (11.00) | #10 ""Thler @ p2tt-yMqE3"" (25.06)",2023-02-17T18:27:26.937Z,1.68E+14
"-- starting hand #55 (id: rdukanbd4dyz)  (No Limit Texas Hold'em) (dealer: ""Haoyang Zhang @ QntlFAl8Rf"") --",2023-02-17T18:27:26.937Z,1.68E+14
"The admin updated the player ""dere @ IB1rRLac0F"" stack from 17.14 to 27.14.",2023-02-17T18:27:26.937Z,1.68E+14
"""dere @ IB1rRLac0F"" shows a 4♠, 5♠.",2023-02-17T18:27:25.650Z,1.68E+14
-- ending hand #54 --,2023-02-17T18:27:20.331Z,1.68E+14
"""dere @ IB1rRLac0F"" collected 1.12 from pot",2023-02-17T18:27:20.331Z,1.68E+14
"Uncalled bet of 1.12 returned to ""dere @ IB1rRLac0F""",2023-02-17T18:27:20.331Z,1.68E+14
"""Thler @ p2tt-yMqE3"" folds",2023-02-17T18:27:19.502Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" folds",2023-02-17T18:27:16.431Z,1.68E+14
"""teddy @ kOMtSCwNxC"" folds",2023-02-17T18:27:10.673Z,1.68E+14
"""dere @ IB1rRLac0F"" bets 1.12",2023-02-17T18:27:09.053Z,1.68E+14
"""Thler @ p2tt-yMqE3"" checks",2023-02-17T18:27:06.896Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" checks",2023-02-17T18:27:04.847Z,1.68E+14
"Flop:  [8♠, 3♠, 10♣]",2023-02-17T18:27:02.121Z,1.68E+14
"WARNING: the admin queued the stack change for the player ""dere @ IB1rRLac0F"" adding 10.00 chips in the next hand.",2023-02-17T18:27:01.959Z,1.68E+14
"""Thler @ p2tt-yMqE3"" calls 0.28",2023-02-17T18:27:01.293Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" calls 0.28",2023-02-17T18:26:59.540Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 0.28",2023-02-17T18:26:57.872Z,1.68E+14
"""dere @ IB1rRLac0F"" raises to 0.28",2023-02-17T18:26:55.749Z,1.68E+14
"""Thler @ p2tt-yMqE3"" posts a big blind of 0.08",2023-02-17T18:26:52.697Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" posts a small blind of 0.04",2023-02-17T18:26:52.697Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (16.30) | #2 ""teddy @ kOMtSCwNxC"" (41.08) | #9 ""Haoyang Zhang @ QntlFAl8Rf"" (11.28) | #10 ""Thler @ p2tt-yMqE3"" (25.34)",2023-02-17T18:26:52.697Z,1.68E+14
"-- starting hand #54 (id: 9nxz3br59dsv)  (No Limit Texas Hold'em) (dealer: ""teddy @ kOMtSCwNxC"") --",2023-02-17T18:26:52.697Z,1.68E+14
-- ending hand #53 --,2023-02-17T18:26:46.655Z,1.68E+14
"""teddy @ kOMtSCwNxC"" shows a 3♣, 9♥.",2023-02-17T18:26:46.655Z,1.68E+14
"""Thler @ p2tt-yMqE3"" collected 3.36 from pot with Two Pair, Q's & 8's (combination: Q♣, Q♠, 8♦, 8♥, K♦)",2023-02-17T18:26:46.655Z,1.68E+14
"""Thler @ p2tt-yMqE3"" shows a Q♣, 2♣.",2023-02-17T18:26:46.655Z,1.68E+14
"""dere @ IB1rRLac0F"" folds",2023-02-17T18:26:45.829Z,1.68E+14
"""Thler @ p2tt-yMqE3"" calls 1.12",2023-02-17T18:26:43.092Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" folds",2023-02-17T18:26:41.273Z,1.68E+14
"""teddy @ kOMtSCwNxC"" bets 1.12",2023-02-17T18:26:40.049Z,1.68E+14
"River: 3♦, K♦, 8♦, Q♠ [8♥]",2023-02-17T18:26:36.039Z,1.68E+14
"""dere @ IB1rRLac0F"" checks",2023-02-17T18:26:35.212Z,1.68E+14
"""Thler @ p2tt-yMqE3"" checks",2023-02-17T18:26:32.475Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" checks",2023-02-17T18:26:30.932Z,1.68E+14
"""teddy @ kOMtSCwNxC"" checks",2023-02-17T18:26:29.768Z,1.68E+14
"Turn: 3♦, K♦, 8♦ [Q♠]",2023-02-17T18:26:28.038Z,1.68E+14
"""dere @ IB1rRLac0F"" checks",2023-02-17T18:26:27.162Z,1.68E+14
"""Thler @ p2tt-yMqE3"" checks",2023-02-17T18:26:24.674Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" checks",2023-02-17T18:26:23.046Z,1.68E+14
"""teddy @ kOMtSCwNxC"" checks",2023-02-17T18:26:21.915Z,1.68E+14
"Flop:  [3♦, K♦, 8♦]",2023-02-17T18:26:18.235Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" calls 0.28",2023-02-17T18:26:17.411Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 0.28",2023-02-17T18:26:16.197Z,1.68E+14
"""dere @ IB1rRLac0F"" calls 0.28",2023-02-17T18:26:14.979Z,1.68E+14
"""Thler @ p2tt-yMqE3"" raises to 0.28",2023-02-17T18:26:13.685Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" posts a big blind of 0.08",2023-02-17T18:26:07.121Z,1.68E+14
"""teddy @ kOMtSCwNxC"" posts a small blind of 0.04",2023-02-17T18:26:07.121Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (16.58) | #2 ""teddy @ kOMtSCwNxC"" (42.48) | #9 ""Haoyang Zhang @ QntlFAl8Rf"" (11.56) | #10 ""Thler @ p2tt-yMqE3"" (23.38)",2023-02-17T18:26:07.121Z,1.68E+14
"-- starting hand #53 (id: g2cwp9ra9nzh)  (No Limit Texas Hold'em) (dealer: ""dere @ IB1rRLac0F"") --",2023-02-17T18:26:07.121Z,1.68E+14
"""teddy @ kOMtSCwNxC"" shows a J♣, 3♥.",2023-02-17T18:26:05.278Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" shows a 7♦, 7♣.",2023-02-17T18:26:04.556Z,1.68E+14
-- ending hand #52 --,2023-02-17T18:26:02.802Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" collected 2.30 from pot",2023-02-17T18:26:02.802Z,1.68E+14
"Uncalled bet of 9.26 returned to ""Haoyang Zhang @ QntlFAl8Rf""",2023-02-17T18:26:02.802Z,1.68E+14
"""dere @ IB1rRLac0F"" folds",2023-02-17T18:26:01.913Z,1.68E+14
"""Thler @ p2tt-yMqE3"" folds",2023-02-17T18:26:00.972Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" bets 9.26 and go all in",2023-02-17T18:25:58.024Z,1.68E+14
"""dere @ IB1rRLac0F"" checks",2023-02-17T18:25:55.352Z,1.68E+14
"River: A♠, 4♠, J♠, 4♦ [4♣]",2023-02-17T18:25:53.398Z,1.68E+14
"""Thler @ p2tt-yMqE3"" checks",2023-02-17T18:25:52.586Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" checks",2023-02-17T18:25:51.159Z,1.68E+14
"""dere @ IB1rRLac0F"" checks",2023-02-17T18:25:49.753Z,1.68E+14
"Turn: A♠, 4♠, J♠ [4♦]",2023-02-17T18:25:48.195Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" calls 0.46",2023-02-17T18:25:47.324Z,1.68E+14
"""dere @ IB1rRLac0F"" calls 0.46",2023-02-17T18:25:45.594Z,1.68E+14
"""Thler @ p2tt-yMqE3"" bets 0.46",2023-02-17T18:25:44.031Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" checks",2023-02-17T18:25:37.866Z,1.68E+14
"""dere @ IB1rRLac0F"" checks",2023-02-17T18:25:36.727Z,1.68E+14
"Flop:  [A♠, 4♠, J♠]",2023-02-17T18:25:34.697Z,1.68E+14
"""teddy @ kOMtSCwNxC"" folds",2023-02-17T18:25:33.830Z,1.68E+14
"""dere @ IB1rRLac0F"" calls 0.28",2023-02-17T18:25:32.895Z,1.68E+14
"""Thler @ p2tt-yMqE3"" calls 0.28",2023-02-17T18:25:31.222Z,1.68E+14
"""Haoyang Zhang @ QntlFAl8Rf"" raises to 0.28",2023-02-17T18:25:28.033Z,1.68E+14
"""teddy @ kOMtSCwNxC"" posts a big blind of 0.08",2023-02-17T18:25:24.478Z,1.68E+14
"""dere @ IB1rRLac0F"" posts a small blind of 0.04",2023-02-17T18:25:24.478Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (17.32) | #2 ""teddy @ kOMtSCwNxC"" (42.56) | #9 ""Haoyang Zhang @ QntlFAl8Rf"" (10.00) | #10 ""Thler @ p2tt-yMqE3"" (24.12)",2023-02-17T18:25:24.478Z,1.68E+14
"-- starting hand #52 (id: eutxqqus2gsn)  (No Limit Texas Hold'em) (dealer: ""Thler @ p2tt-yMqE3"") --",2023-02-17T18:25:24.478Z,1.68E+14
"The player ""Haoyang Zhang @ QntlFAl8Rf"" joined the game with a stack of 10.00.",2023-02-17T18:25:24.478Z,1.68E+14
-- ending hand #51 --,2023-02-17T18:25:18.570Z,1.68E+14
"""teddy @ kOMtSCwNxC"" collected 0.60 from pot",2023-02-17T18:25:18.570Z,1.68E+14
"Uncalled bet of 0.60 returned to ""teddy @ kOMtSCwNxC""",2023-02-17T18:25:18.570Z,1.68E+14
"""dere @ IB1rRLac0F"" folds",2023-02-17T18:25:17.679Z,1.68E+14
"""teddy @ kOMtSCwNxC"" bets 0.60",2023-02-17T18:25:16.801Z,1.68E+14
"""dere @ IB1rRLac0F"" checks",2023-02-17T18:25:09.276Z,1.68E+14
"Turn: 10♥, 8♦, 5♣ [J♥]",2023-02-17T18:25:05.166Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 0.20",2023-02-17T18:25:04.308Z,1.68E+14
"""dere @ IB1rRLac0F"" bets 0.20",2023-02-17T18:25:03.192Z,1.68E+14
"Flop:  [10♥, 8♦, 5♣]",2023-02-17T18:25:00.162Z,1.68E+14
"""dere @ IB1rRLac0F"" checks",2023-02-17T18:24:59.250Z,1.68E+14
"""Thler @ p2tt-yMqE3"" folds",2023-02-17T18:24:58.345Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 0.08",2023-02-17T18:24:53.121Z,1.68E+14
"""dere @ IB1rRLac0F"" posts a big blind of 0.08",2023-02-17T18:24:51.237Z,1.68E+14
"""Thler @ p2tt-yMqE3"" posts a small blind of 0.04",2023-02-17T18:24:51.237Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (17.60) | #2 ""teddy @ kOMtSCwNxC"" (42.24) | #10 ""Thler @ p2tt-yMqE3"" (24.16)",2023-02-17T18:24:51.237Z,1.68E+14
"-- starting hand #51 (id: khdgmzt8exnj)  (No Limit Texas Hold'em) (dealer: ""teddy @ kOMtSCwNxC"") --",2023-02-17T18:24:51.237Z,1.68E+14
-- ending hand #50 --,2023-02-17T18:24:45.204Z,1.68E+14
"""dere @ IB1rRLac0F"" collected 17.60 from pot with Pair, 9's (combination: 9♣, 9♠, K♠, 8♣, 5♥)",2023-02-17T18:24:45.204Z,1.68E+14
"The admin approved the player ""Haoyang Zhang @ QntlFAl8Rf"" participation with a stack of 10.00.",2023-02-17T18:24:44.302Z,1.68E+14
"River: K♠, 9♠, 4♦, 8♣ [2♣]",2023-02-17T18:24:41.149Z,1.68E+14
"The player ""Haoyang Zhang @ QntlFAl8Rf"" requested a seat.",2023-02-17T18:24:39.658Z,1.68E+14
"Turn: K♠, 9♠, 4♦ [8♣]",2023-02-17T18:24:37.143Z,1.68E+14
"Flop:  [K♠, 9♠, 4♦]",2023-02-17T18:24:33.035Z,1.68E+14
"""teddy @ kOMtSCwNxC"" shows a 6♠, A♦.",2023-02-17T18:24:28.994Z,1.68E+14
"""dere @ IB1rRLac0F"" shows a 9♣, 5♥.",2023-02-17T18:24:28.994Z,1.68E+14
Some players choose to not run it twice.,2023-02-17T18:24:28.155Z,1.68E+14
"""dere @ IB1rRLac0F"" chooses to not run it twice.",2023-02-17T18:24:28.155Z,1.68E+14
Remaining players decide whether to run it twice.,2023-02-17T18:24:27.395Z,1.68E+14
"""Thler @ p2tt-yMqE3"" folds",2023-02-17T18:24:27.395Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 8.76",2023-02-17T18:24:26.263Z,1.68E+14
"""dere @ IB1rRLac0F"" raises to 8.76 and go all in",2023-02-17T18:24:23.696Z,1.68E+14
"""Thler @ p2tt-yMqE3"" posts a big blind of 0.08",2023-02-17T18:24:20.029Z,1.68E+14
"""teddy @ kOMtSCwNxC"" posts a small blind of 0.04",2023-02-17T18:24:20.029Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (8.76) | #2 ""teddy @ kOMtSCwNxC"" (51.00) | #10 ""Thler @ p2tt-yMqE3"" (24.24)",2023-02-17T18:24:20.029Z,1.68E+14
"-- starting hand #50 (id: dmt6iwjancms)  (No Limit Texas Hold'em) (dealer: ""dere @ IB1rRLac0F"") --",2023-02-17T18:24:20.029Z,1.68E+14
-- ending hand #49 --,2023-02-17T18:24:14.020Z,1.68E+14
"""dere @ IB1rRLac0F"" shows a 10♥, A♠.",2023-02-17T18:24:14.020Z,1.68E+14
"""teddy @ kOMtSCwNxC"" collected 51.00 from pot with Two Pair, 8's & 6's (combination: 8♦, 8♥, 6♣, 6♠, Q♣)",2023-02-17T18:24:14.020Z,1.68E+14
"""teddy @ kOMtSCwNxC"" shows a 6♣, 8♦.",2023-02-17T18:24:14.020Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 21.90 and go all in",2023-02-17T18:24:13.189Z,1.68E+14
"""dere @ IB1rRLac0F"" bets 21.90",2023-02-17T18:24:11.881Z,1.68E+14
"River: 8♥, 3♦, 6♠, Q♣ [9♦]",2023-02-17T18:24:08.016Z,1.68E+14
"""dere @ IB1rRLac0F"" calls 2.88",2023-02-17T18:24:07.202Z,1.68E+14
"""teddy @ kOMtSCwNxC"" raises to 2.88",2023-02-17T18:24:05.830Z,1.68E+14
"""dere @ IB1rRLac0F"" bets 1.44",2023-02-17T18:24:03.131Z,1.68E+14
"Turn: 8♥, 3♦, 6♠ [Q♣]",2023-02-17T18:24:00.767Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 0.48",2023-02-17T18:23:59.927Z,1.68E+14
"""dere @ IB1rRLac0F"" bets 0.48",2023-02-17T18:23:58.567Z,1.68E+14
"Flop:  [8♥, 3♦, 6♠]",2023-02-17T18:23:56.210Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 0.24",2023-02-17T18:23:55.369Z,1.68E+14
"""dere @ IB1rRLac0F"" raises to 0.24",2023-02-17T18:23:54.323Z,1.68E+14
"""Thler @ p2tt-yMqE3"" folds",2023-02-17T18:23:51.882Z,1.68E+14
"""teddy @ kOMtSCwNxC"" posts a big blind of 0.08",2023-02-17T18:23:50.097Z,1.68E+14
"""dere @ IB1rRLac0F"" posts a small blind of 0.04",2023-02-17T18:23:50.097Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (34.26) | #2 ""teddy @ kOMtSCwNxC"" (25.50) | #10 ""Thler @ p2tt-yMqE3"" (24.24)",2023-02-17T18:23:50.097Z,1.68E+14
"-- starting hand #49 (id: 86ktnmle6xhq)  (No Limit Texas Hold'em) (dealer: ""Thler @ p2tt-yMqE3"") --",2023-02-17T18:23:50.097Z,1.68E+14
-- ending hand #48 --,2023-02-17T18:23:44.191Z,1.68E+14
"""dere @ IB1rRLac0F"" collected 0.96 from pot",2023-02-17T18:23:44.191Z,1.68E+14
"Uncalled bet of 0.96 returned to ""dere @ IB1rRLac0F""",2023-02-17T18:23:44.191Z,1.68E+14
"""Thler @ p2tt-yMqE3"" folds",2023-02-17T18:23:43.382Z,1.68E+14
"""teddy @ kOMtSCwNxC"" folds",2023-02-17T18:23:40.322Z,1.68E+14
"""dere @ IB1rRLac0F"" bets 0.96",2023-02-17T18:23:39.432Z,1.68E+14
"""Thler @ p2tt-yMqE3"" checks",2023-02-17T18:23:35.832Z,1.68E+14
"Flop:  [10♠, 8♠, 6♣]",2023-02-17T18:23:33.479Z,1.68E+14
"""Thler @ p2tt-yMqE3"" calls 0.32",2023-02-17T18:23:32.594Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 0.32",2023-02-17T18:23:30.729Z,1.68E+14
"""dere @ IB1rRLac0F"" raises to 0.32",2023-02-17T18:23:29.248Z,1.68E+14
"""Thler @ p2tt-yMqE3"" calls 0.08",2023-02-17T18:23:25.823Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 0.08",2023-02-17T18:23:22.575Z,1.68E+14
"""dere @ IB1rRLac0F"" posts a big blind of 0.08",2023-02-17T18:23:20.874Z,1.68E+14
"""Thler @ p2tt-yMqE3"" posts a small blind of 0.04",2023-02-17T18:23:20.874Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (33.62) | #2 ""teddy @ kOMtSCwNxC"" (25.82) | #10 ""Thler @ p2tt-yMqE3"" (24.56)",2023-02-17T18:23:20.874Z,1.68E+14
"-- starting hand #48 (id: pzjdabwawpow)  (No Limit Texas Hold'em) (dealer: ""teddy @ kOMtSCwNxC"") --",2023-02-17T18:23:20.874Z,1.68E+14
-- ending hand #47 --,2023-02-17T18:23:14.866Z,1.68E+14
"""Thler @ p2tt-yMqE3"" shows a Q♥, 5♥.",2023-02-17T18:23:14.866Z,1.68E+14
"""dere @ IB1rRLac0F"" collected 5.92 from pot with Two Pair, A's & Q's (combination: A♥, A♣, Q♣, Q♠, 8♥)",2023-02-17T18:23:14.866Z,1.68E+14
"""dere @ IB1rRLac0F"" shows a 8♥, Q♣.",2023-02-17T18:23:14.866Z,1.68E+14
"""teddy @ kOMtSCwNxC"" folds",2023-02-17T18:23:13.950Z,1.68E+14
"""dere @ IB1rRLac0F"" calls 1.28",2023-02-17T18:23:12.594Z,1.68E+14
"""Thler @ p2tt-yMqE3"" bets 1.28",2023-02-17T18:23:11.412Z,1.68E+14
"""teddy @ kOMtSCwNxC"" checks",2023-02-17T18:23:01.216Z,1.68E+14
"River: Q♠, 2♣, A♥, A♣ [5♠]",2023-02-17T18:22:58.254Z,1.68E+14
"""dere @ IB1rRLac0F"" checks",2023-02-17T18:22:57.442Z,1.68E+14
"""Thler @ p2tt-yMqE3"" checks",2023-02-17T18:22:55.702Z,1.68E+14
"""teddy @ kOMtSCwNxC"" checks",2023-02-17T18:22:54.050Z,1.68E+14
"Turn: Q♠, 2♣, A♥ [A♣]",2023-02-17T18:22:51.453Z,1.68E+14
"""dere @ IB1rRLac0F"" calls 0.84",2023-02-17T18:22:50.634Z,1.68E+14
"""Thler @ p2tt-yMqE3"" calls 0.84",2023-02-17T18:22:49.682Z,1.68E+14
"""teddy @ kOMtSCwNxC"" bets 0.84",2023-02-17T18:22:45.274Z,1.68E+14
"Flop:  [Q♠, 2♣, A♥]",2023-02-17T18:22:39.419Z,1.68E+14
"""Thler @ p2tt-yMqE3"" calls 0.28",2023-02-17T18:22:38.555Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 0.28",2023-02-17T18:22:37.286Z,1.68E+14
"""dere @ IB1rRLac0F"" raises to 0.28",2023-02-17T18:22:35.762Z,1.68E+14
"""Thler @ p2tt-yMqE3"" posts a big blind of 0.08",2023-02-17T18:22:32.907Z,1.68E+14
"""teddy @ kOMtSCwNxC"" posts a small blind of 0.04",2023-02-17T18:22:32.907Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (30.10) | #2 ""teddy @ kOMtSCwNxC"" (26.94) | #10 ""Thler @ p2tt-yMqE3"" (26.96)",2023-02-17T18:22:32.907Z,1.68E+14
"-- starting hand #47 (id: la1abwuzcmnd)  (No Limit Texas Hold'em) (dealer: ""dere @ IB1rRLac0F"") --",2023-02-17T18:22:32.907Z,1.68E+14
"""teddy @ kOMtSCwNxC"" shows a 9♦, Q♥.",2023-02-17T18:22:30.558Z,1.68E+14
"""dere @ IB1rRLac0F"" shows a 10♦, 5♦.",2023-02-17T18:22:26.727Z,1.68E+14
-- ending hand #46 --,2023-02-17T18:22:25.597Z,1.68E+14
"""dere @ IB1rRLac0F"" collected 2.12 from pot",2023-02-17T18:22:25.597Z,1.68E+14
"Uncalled bet of 2.12 returned to ""dere @ IB1rRLac0F""",2023-02-17T18:22:25.597Z,1.68E+14
"""teddy @ kOMtSCwNxC"" folds",2023-02-17T18:22:24.743Z,1.68E+14
"""dere @ IB1rRLac0F"" bets 2.12",2023-02-17T18:22:23.286Z,1.68E+14
"Flop:  [3♥, 6♣, K♠]",2023-02-17T18:22:20.859Z,1.68E+14
"""Thler @ p2tt-yMqE3"" folds",2023-02-17T18:22:19.992Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 0.92",2023-02-17T18:22:17.665Z,1.68E+14
"""dere @ IB1rRLac0F"" raises to 0.92",2023-02-17T18:22:16.712Z,1.68E+14
"""Thler @ p2tt-yMqE3"" raises to 0.28",2023-02-17T18:22:14.665Z,1.68E+14
"""teddy @ kOMtSCwNxC"" posts a big blind of 0.08",2023-02-17T18:22:08.288Z,1.68E+14
"""dere @ IB1rRLac0F"" posts a small blind of 0.04",2023-02-17T18:22:08.288Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (28.90) | #2 ""teddy @ kOMtSCwNxC"" (27.86) | #10 ""Thler @ p2tt-yMqE3"" (27.24)",2023-02-17T18:22:08.288Z,1.68E+14
"-- starting hand #46 (id: 2ivhh6azy4nk)  (No Limit Texas Hold'em) (dealer: ""Thler @ p2tt-yMqE3"") --",2023-02-17T18:22:08.288Z,1.68E+14
"""teddy @ kOMtSCwNxC"" shows a 4♠, 5♠.",2023-02-17T18:22:04.023Z,1.68E+14
-- ending hand #45 --,2023-02-17T18:22:01.641Z,1.68E+14
"""dere @ IB1rRLac0F"" collected 1.80 from pot",2023-02-17T18:22:01.641Z,1.68E+14
"Uncalled bet of 27.10 returned to ""dere @ IB1rRLac0F""",2023-02-17T18:22:01.641Z,1.68E+14
"""teddy @ kOMtSCwNxC"" folds",2023-02-17T18:22:00.817Z,1.68E+14
"""dere @ IB1rRLac0F"" raises to 27.98 and go all in",2023-02-17T18:21:58.362Z,1.68E+14
"""teddy @ kOMtSCwNxC"" raises to 0.88",2023-02-17T18:21:55.140Z,1.68E+14
"""dere @ IB1rRLac0F"" raises to 0.28",2023-02-17T18:21:52.241Z,1.68E+14
"""Thler @ p2tt-yMqE3"" folds",2023-02-17T18:21:49.095Z,1.68E+14
"""teddy @ kOMtSCwNxC"" calls 0.08",2023-02-17T18:21:42.078Z,1.68E+14
"""dere @ IB1rRLac0F"" posts a big blind of 0.08",2023-02-17T18:21:40.679Z,1.68E+14
"""Thler @ p2tt-yMqE3"" posts a small blind of 0.04",2023-02-17T18:21:40.679Z,1.68E+14
"Player stacks: #1 ""dere @ IB1rRLac0F"" (27.98) | #2 ""teddy @ kOMtSCwNxC"" (28.74) | #10 ""Thler @ p2tt-yMqE3"" (27.28)",2023-02-17T18:21:40.679Z,1.68E+14
