entry,at,order
"The player ""teddye @ kOMtSCwNxC"" passed the room ownership to ""dk @ IB1rRLac0F"".",2023-02-17T23:13:39.664Z,167667561966400
"The player ""teddye @ kOMtSCwNxC"" quits the game with a stack of 0.00.",2023-02-17T23:08:06.741Z,167667528674100
"-- ending hand #67 --",2023-02-17T23:08:00.735Z,167667528073503
"""teddye @ kOMtSCwNxC"" shows a J♠, J♥.",2023-02-17T23:08:00.735Z,167667528073502
"""dk @ IB1rRLac0F"" collected 44.80 from pot with Two Pair, 3's & 2's (combination: 3♥, 3♦, 2♣, 2♦, 10♣)",2023-02-17T23:08:00.735Z,167667528073501
"""dk @ IB1rRLac0F"" shows a 3♥, 2♣.",2023-02-17T23:08:00.735Z,167667528073500
"""teddye @ kOMtSCwNxC"" calls 17.00 and go all in",2023-02-17T23:07:59.923Z,167667527992300
"""dk @ IB1rRLac0F"" raises to 17.00",2023-02-17T23:07:58.795Z,167667527879500
"""teddye @ kOMtSCwNxC"" bets 10.80",2023-02-17T23:07:55.457Z,167667527545700
"River: 3♦, 9♣, 4♣, 10♣ [2♦]",2023-02-17T23:07:53.130Z,167667527313000
"""dk @ IB1rRLac0F"" calls 3.60",2023-02-17T23:07:52.261Z,167667527226100
"""teddye @ kOMtSCwNxC"" bets 3.60",2023-02-17T23:07:51.268Z,167667527126800
"Turn: 3♦, 9♣, 4♣ [10♣]",2023-02-17T23:07:49.232Z,167667526923200
"""dk @ IB1rRLac0F"" calls 1.20",2023-02-17T23:07:48.395Z,167667526839500
"""teddye @ kOMtSCwNxC"" bets 1.20",2023-02-17T23:07:47.386Z,167667526738600
"Flop:  [3♦, 9♣, 4♣]",2023-02-17T23:07:44.925Z,167667526492500
"""dk @ IB1rRLac0F"" calls 0.60",2023-02-17T23:07:44.029Z,167667526402900
"""teddye @ kOMtSCwNxC"" raises to 0.60",2023-02-17T23:07:43.038Z,167667526303800
"""dk @ IB1rRLac0F"" calls 0.20",2023-02-17T23:07:40.551Z,167667526055100
"""teddye @ kOMtSCwNxC"" posts a big blind of 0.20",2023-02-17T23:07:39.524Z,167667525952405
"""dk @ IB1rRLac0F"" posts a small blind of 0.10",2023-02-17T23:07:39.524Z,167667525952404
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (22.40) | #10 ""dk @ IB1rRLac0F"" (57.60)",2023-02-17T23:07:39.524Z,167667525952401
"-- starting hand #67 (id: rfgw94dlnmss)  (No Limit Texas Hold'em) (dealer: ""dk @ IB1rRLac0F"") --",2023-02-17T23:07:39.524Z,167667525952400
"-- ending hand #66 --",2023-02-17T23:07:33.518Z,167667525351802
"""dk @ IB1rRLac0F"" collected 3.00 from pot with Two Pair, K's & Q's (combination: K♠, K♦, Q♥, Q♣, 9♦)",2023-02-17T23:07:33.518Z,167667525351801
"""dk @ IB1rRLac0F"" shows a Q♥, 4♠.",2023-02-17T23:07:33.518Z,167667525351800
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T23:07:32.657Z,167667525265700
"""dk @ IB1rRLac0F"" checks",2023-02-17T23:07:31.791Z,167667525179100
"River: K♠, Q♣, 9♦, K♦ [2♣]",2023-02-17T23:07:30.980Z,167667525098000
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T23:07:30.142Z,167667525014200
"""dk @ IB1rRLac0F"" checks",2023-02-17T23:07:29.029Z,167667524902900
"Turn: K♠, Q♣, 9♦ [K♦]",2023-02-17T23:07:28.380Z,167667524838000
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T23:07:27.559Z,167667524755900
"""dk @ IB1rRLac0F"" checks",2023-02-17T23:07:26.652Z,167667524665200
"Flop:  [K♠, Q♣, 9♦]",2023-02-17T23:07:25.512Z,167667524551200
"""dk @ IB1rRLac0F"" calls 1.50",2023-02-17T23:07:24.682Z,167667524468200
"""teddye @ kOMtSCwNxC"" raises to 1.50",2023-02-17T23:07:23.730Z,167667524373000
"""dk @ IB1rRLac0F"" raises to 0.60",2023-02-17T23:07:21.214Z,167667524121400
"""teddye @ kOMtSCwNxC"" calls 0.20",2023-02-17T23:07:19.090Z,167667523909000
"""dk @ IB1rRLac0F"" posts a big blind of 0.20",2023-02-17T23:07:17.708Z,167667523770805
"""teddye @ kOMtSCwNxC"" posts a small blind of 0.10",2023-02-17T23:07:17.708Z,167667523770804
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (23.90) | #10 ""dk @ IB1rRLac0F"" (56.10)",2023-02-17T23:07:17.708Z,167667523770801
"-- starting hand #66 (id: lkneug9cap6f)  (No Limit Texas Hold'em) (dealer: ""teddye @ kOMtSCwNxC"") --",2023-02-17T23:07:17.708Z,167667523770800
"-- ending hand #65 --",2023-02-17T23:07:11.704Z,167667523170403
"""teddye @ kOMtSCwNxC"" shows a A♥, 6♠.",2023-02-17T23:07:11.704Z,167667523170402
"""dk @ IB1rRLac0F"" collected 24.00 from pot with Pair, 9's (combination: 9♠, 9♥, Q♦, J♦, 6♦)",2023-02-17T23:07:11.704Z,167667523170401
"""dk @ IB1rRLac0F"" shows a 9♠, Q♦.",2023-02-17T23:07:11.704Z,167667523170400
"""dk @ IB1rRLac0F"" calls 6.00",2023-02-17T23:07:10.833Z,167667523083300
"""teddye @ kOMtSCwNxC"" bets 6.00",2023-02-17T23:07:09.866Z,167667522986600
"River: 6♦, 5♦, 9♥, 2♣ [J♦]",2023-02-17T23:07:05.164Z,167667522516400
"""teddye @ kOMtSCwNxC"" calls 4.20",2023-02-17T23:07:04.334Z,167667522433400
"""dk @ IB1rRLac0F"" raises to 4.20",2023-02-17T23:07:03.409Z,167667522340900
"""teddye @ kOMtSCwNxC"" bets 0.20",2023-02-17T23:07:00.946Z,167667522094600
"Turn: 6♦, 5♦, 9♥ [2♣]",2023-02-17T23:07:00.160Z,167667522016000
"""teddye @ kOMtSCwNxC"" calls 1.20",2023-02-17T23:06:59.330Z,167667521933000
"""dk @ IB1rRLac0F"" bets 1.20",2023-02-17T23:06:58.488Z,167667521848800
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T23:06:56.185Z,167667521618500
"Flop:  [6♦, 5♦, 9♥]",2023-02-17T23:06:53.359Z,167667521335900
"""teddye @ kOMtSCwNxC"" calls 0.60",2023-02-17T23:06:52.513Z,167667521251300
"""dk @ IB1rRLac0F"" raises to 0.60",2023-02-17T23:06:50.737Z,167667521073700
"""teddye @ kOMtSCwNxC"" posts a big blind of 0.20",2023-02-17T23:06:47.756Z,167667520775605
"""dk @ IB1rRLac0F"" posts a small blind of 0.10",2023-02-17T23:06:47.756Z,167667520775604
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (35.90) | #10 ""dk @ IB1rRLac0F"" (44.10)",2023-02-17T23:06:47.756Z,167667520775601
"-- starting hand #65 (id: qg11jhunwndx)  (No Limit Texas Hold'em) (dealer: ""dk @ IB1rRLac0F"") --",2023-02-17T23:06:47.756Z,167667520775600
"""dk @ IB1rRLac0F"" shows a Q♠, 10♥.",2023-02-17T23:06:43.669Z,167667520366900
"""teddye @ kOMtSCwNxC"" shows a K♥, K♠.",2023-02-17T23:06:42.339Z,167667520233900
"-- ending hand #64 --",2023-02-17T23:06:40.397Z,167667520039702
"""teddye @ kOMtSCwNxC"" collected 10.80 from pot",2023-02-17T23:06:40.397Z,167667520039701
"Uncalled bet of 25.10 returned to ""teddye @ kOMtSCwNxC""",2023-02-17T23:06:40.397Z,167667520039700
"""dk @ IB1rRLac0F"" folds",2023-02-17T23:06:39.551Z,167667519955100
"""teddye @ kOMtSCwNxC"" raises to 28.70 and go all in",2023-02-17T23:06:38.295Z,167667519829500
"""dk @ IB1rRLac0F"" bets 3.60",2023-02-17T23:06:35.362Z,167667519536200
"Turn: 5♥, 9♦, 4♣ [3♦]",2023-02-17T23:06:31.950Z,167667519195000
"""teddye @ kOMtSCwNxC"" calls 1.20",2023-02-17T23:06:31.115Z,167667519111500
"""dk @ IB1rRLac0F"" bets 1.20",2023-02-17T23:06:29.663Z,167667518966300
"Flop:  [5♥, 9♦, 4♣]",2023-02-17T23:06:27.283Z,167667518728300
"""dk @ IB1rRLac0F"" calls 0.60",2023-02-17T23:06:26.408Z,167667518640800
"""teddye @ kOMtSCwNxC"" raises to 0.60",2023-02-17T23:06:25.531Z,167667518553100
"""dk @ IB1rRLac0F"" posts a big blind of 0.20",2023-02-17T23:06:23.144Z,167667518314405
"""teddye @ kOMtSCwNxC"" posts a small blind of 0.10",2023-02-17T23:06:23.144Z,167667518314404
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (30.50) | #10 ""dk @ IB1rRLac0F"" (49.50)",2023-02-17T23:06:23.144Z,167667518314401
"-- starting hand #64 (id: af79tfengb2c)  (No Limit Texas Hold'em) (dealer: ""teddye @ kOMtSCwNxC"") --",2023-02-17T23:06:23.144Z,167667518314400
"""dk @ IB1rRLac0F"" shows a Q♥, 2♣.",2023-02-17T23:06:18.134Z,167667517813400
"-- ending hand #63 --",2023-02-17T23:06:16.588Z,167667517658802
"""teddye @ kOMtSCwNxC"" collected 10.80 from pot with Pair, A's (combination: A♠, A♥, J♣, 9♠, 8♣)",2023-02-17T23:06:16.588Z,167667517658801
"""teddye @ kOMtSCwNxC"" shows a 8♣, A♠.",2023-02-17T23:06:16.588Z,167667517658800
"""dk @ IB1rRLac0F"" calls 3.60",2023-02-17T23:06:15.747Z,167667517574700
"""teddye @ kOMtSCwNxC"" bets 3.60",2023-02-17T23:06:14.684Z,167667517468400
"River: J♣, 6♦, 4♠, 9♠ [A♥]",2023-02-17T23:06:12.870Z,167667517287000
"""dk @ IB1rRLac0F"" calls 1.20",2023-02-17T23:06:12.015Z,167667517201500
"""teddye @ kOMtSCwNxC"" bets 1.20",2023-02-17T23:06:11.047Z,167667517104700
"Turn: J♣, 6♦, 4♠ [9♠]",2023-02-17T23:06:08.138Z,167667516813800
"""dk @ IB1rRLac0F"" checks",2023-02-17T23:06:07.300Z,167667516730000
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T23:06:06.384Z,167667516638400
"Flop:  [J♣, 6♦, 4♠]",2023-02-17T23:06:04.868Z,167667516486800
"""dk @ IB1rRLac0F"" calls 0.60",2023-02-17T23:06:04.044Z,167667516404400
"""teddye @ kOMtSCwNxC"" raises to 0.60",2023-02-17T23:06:02.805Z,167667516280500
"""dk @ IB1rRLac0F"" calls 0.20",2023-02-17T23:06:00.757Z,167667516075700
"""teddye @ kOMtSCwNxC"" posts a big blind of 0.20",2023-02-17T23:05:59.531Z,167667515953105
"""dk @ IB1rRLac0F"" posts a small blind of 0.10",2023-02-17T23:05:59.531Z,167667515953104
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (25.10) | #10 ""dk @ IB1rRLac0F"" (54.90)",2023-02-17T23:05:59.531Z,167667515953101
"-- starting hand #63 (id: ncuybh9bz0bg)  (No Limit Texas Hold'em) (dealer: ""dk @ IB1rRLac0F"") --",2023-02-17T23:05:59.531Z,167667515953100
"-- ending hand #62 --",2023-02-17T23:05:51.524Z,167667515152402
"""dk @ IB1rRLac0F"" collected 25.10 from pot with Full House, A's over K's on the second run  (combination: A♥, A♠, A♦, K♥, K♠)",2023-02-17T23:05:51.524Z,167667515152401
"""teddye @ kOMtSCwNxC"" collected 25.10 from pot with Two Pair, 10's & 8's (combination: 10♣, 10♦, 8♠, 8♦, 7♠)",2023-02-17T23:05:51.524Z,167667515152400
"River (second run): K♠, A♠, 7♥, A♦ [2♠]",2023-02-17T23:05:47.457Z,167667514745700
"Turn (second run): K♠, A♠, 7♥ [A♦]",2023-02-17T23:05:43.454Z,167667514345400
"Flop (second run):  [K♠, A♠, 7♥]",2023-02-17T23:05:39.361Z,167667513936100
"River: 7♠, 10♣, 6♦, 10♦ [6♣]",2023-02-17T23:05:35.353Z,167667513535300
"Turn: 7♠, 10♣, 6♦ [10♦]",2023-02-17T23:05:31.328Z,167667513132800
"Flop:  [7♠, 10♣, 6♦]",2023-02-17T23:05:27.289Z,167667512728900
"""dk @ IB1rRLac0F"" shows a A♥, K♥.",2023-02-17T23:05:23.243Z,167667512324301
"""teddye @ kOMtSCwNxC"" shows a 8♠, 8♦.",2023-02-17T23:05:23.243Z,167667512324300
"All players in hand choose to run it twice.",2023-02-17T23:05:22.371Z,167667512237101
"""teddye @ kOMtSCwNxC"" chooses to  run it twice.",2023-02-17T23:05:22.371Z,167667512237100
"""dk @ IB1rRLac0F"" chooses to  run it twice.",2023-02-17T23:05:22.247Z,167667512224700
"Remaining players decide whether to run it twice.",2023-02-17T23:05:21.475Z,167667512147501
"""dk @ IB1rRLac0F"" calls 25.10",2023-02-17T23:05:21.475Z,167667512147500
"""teddye @ kOMtSCwNxC"" raises to 25.10 and go all in",2023-02-17T23:05:17.086Z,167667511708600
"""dk @ IB1rRLac0F"" raises to 1.80",2023-02-17T23:05:14.958Z,167667511495800
"""teddye @ kOMtSCwNxC"" raises to 0.60",2023-02-17T23:05:12.646Z,167667511264600
"""dk @ IB1rRLac0F"" posts a big blind of 0.20",2023-02-17T23:05:08.431Z,167667510843105
"""teddye @ kOMtSCwNxC"" posts a small blind of 0.10",2023-02-17T23:05:08.431Z,167667510843104
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (25.10) | #10 ""dk @ IB1rRLac0F"" (54.90)",2023-02-17T23:05:08.431Z,167667510843101
"-- starting hand #62 (id: 5gnzvktelydb)  (No Limit Texas Hold'em) (dealer: ""teddye @ kOMtSCwNxC"") --",2023-02-17T23:05:08.431Z,167667510843100
"""dk @ IB1rRLac0F"" shows a 7♣, A♠.",2023-02-17T23:05:02.398Z,167667510239800
"""teddye @ kOMtSCwNxC"" shows a 8♣, 8♦.",2023-02-17T23:05:01.620Z,167667510162000
"-- ending hand #61 --",2023-02-17T23:05:01.112Z,167667510111202
"""teddye @ kOMtSCwNxC"" collected 3.60 from pot",2023-02-17T23:05:01.112Z,167667510111201
"Uncalled bet of 3.60 returned to ""teddye @ kOMtSCwNxC""",2023-02-17T23:05:01.112Z,167667510111200
"""dk @ IB1rRLac0F"" folds",2023-02-17T23:05:00.254Z,167667510025400
"""teddye @ kOMtSCwNxC"" bets 3.60",2023-02-17T23:04:59.054Z,167667509905400
"Flop:  [K♣, 8♥, Q♣]",2023-02-17T23:04:55.855Z,167667509585500
"""dk @ IB1rRLac0F"" calls 1.80",2023-02-17T23:04:55.029Z,167667509502900
"""teddye @ kOMtSCwNxC"" raises to 1.80",2023-02-17T23:04:53.808Z,167667509380800
"""dk @ IB1rRLac0F"" raises to 0.60",2023-02-17T23:04:51.459Z,167667509145900
"""teddye @ kOMtSCwNxC"" posts a big blind of 0.20",2023-02-17T23:04:49.003Z,167667508900305
"""dk @ IB1rRLac0F"" posts a small blind of 0.10",2023-02-17T23:04:49.003Z,167667508900304
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (23.30) | #10 ""dk @ IB1rRLac0F"" (56.70)",2023-02-17T23:04:49.003Z,167667508900301
"-- starting hand #61 (id: uvmjkmhcxcvl)  (No Limit Texas Hold'em) (dealer: ""dk @ IB1rRLac0F"") --",2023-02-17T23:04:49.003Z,167667508900300
"-- ending hand #60 --",2023-02-17T23:04:46.057Z,167667508605702
"""teddye @ kOMtSCwNxC"" collected 3.60 from pot",2023-02-17T23:04:46.057Z,167667508605701
"Uncalled bet of 4.60 returned to ""teddye @ kOMtSCwNxC""",2023-02-17T23:04:46.057Z,167667508605700
"""dk @ IB1rRLac0F"" folds",2023-02-17T23:04:45.236Z,167667508523600
"""teddye @ kOMtSCwNxC"" bets 4.60",2023-02-17T23:04:44.318Z,167667508431800
"""dk @ IB1rRLac0F"" checks",2023-02-17T23:04:40.323Z,167667508032300
"River: 9♥, 4♥, 5♣, 2♣ [4♣]",2023-02-17T23:04:39.397Z,167667507939700
"""dk @ IB1rRLac0F"" calls 1.20",2023-02-17T23:04:38.580Z,167667507858000
"""teddye @ kOMtSCwNxC"" bets 1.20",2023-02-17T23:04:37.641Z,167667507764100
"""dk @ IB1rRLac0F"" checks",2023-02-17T23:04:35.769Z,167667507576900
"Turn: 9♥, 4♥, 5♣ [2♣]",2023-02-17T23:04:35.395Z,167667507539500
"""dk @ IB1rRLac0F"" calls 0.40",2023-02-17T23:04:34.517Z,167667507451700
"""teddye @ kOMtSCwNxC"" bets 0.40",2023-02-17T23:04:33.532Z,167667507353200
"""dk @ IB1rRLac0F"" checks",2023-02-17T23:04:31.476Z,167667507147600
"Flop:  [9♥, 4♥, 5♣]",2023-02-17T23:04:30.501Z,167667507050100
"""dk @ IB1rRLac0F"" checks",2023-02-17T23:04:29.673Z,167667506967300
"""teddye @ kOMtSCwNxC"" calls 0.20",2023-02-17T23:04:28.707Z,167667506870700
"""dk @ IB1rRLac0F"" posts a big blind of 0.20",2023-02-17T23:04:27.838Z,167667506783805
"""teddye @ kOMtSCwNxC"" posts a small blind of 0.10",2023-02-17T23:04:27.838Z,167667506783804
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (21.50) | #10 ""dk @ IB1rRLac0F"" (58.50)",2023-02-17T23:04:27.838Z,167667506783801
"-- starting hand #60 (id: w7lg2d6jkdl9)  (No Limit Texas Hold'em) (dealer: ""teddye @ kOMtSCwNxC"") --",2023-02-17T23:04:27.838Z,167667506783800
"""dk @ IB1rRLac0F"" shows a 4♠, 2♥.",2023-02-17T23:04:23.008Z,167667506300800
"""teddye @ kOMtSCwNxC"" shows a 8♠, 8♦.",2023-02-17T23:04:21.896Z,167667506189600
"-- ending hand #59 --",2023-02-17T23:04:20.525Z,167667506052502
"""teddye @ kOMtSCwNxC"" collected 3.60 from pot",2023-02-17T23:04:20.525Z,167667506052501
"Uncalled bet of 3.60 returned to ""teddye @ kOMtSCwNxC""",2023-02-17T23:04:20.525Z,167667506052500
"""dk @ IB1rRLac0F"" folds",2023-02-17T23:04:19.670Z,167667505967000
"""teddye @ kOMtSCwNxC"" bets 3.60",2023-02-17T23:04:18.553Z,167667505855300
"Flop:  [A♥, 9♠, 7♥]",2023-02-17T23:04:16.031Z,167667505603100
"""dk @ IB1rRLac0F"" calls 1.80",2023-02-17T23:04:15.225Z,167667505522500
"""teddye @ kOMtSCwNxC"" raises to 1.80",2023-02-17T23:04:14.220Z,167667505422000
"""dk @ IB1rRLac0F"" raises to 0.60",2023-02-17T23:04:10.945Z,167667505094500
"""teddye @ kOMtSCwNxC"" posts a big blind of 0.20",2023-02-17T23:04:09.177Z,167667504917705
"""dk @ IB1rRLac0F"" posts a small blind of 0.10",2023-02-17T23:04:09.177Z,167667504917704
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (19.70) | #10 ""dk @ IB1rRLac0F"" (60.30)",2023-02-17T23:04:09.177Z,167667504917701
"-- starting hand #59 (id: 6etnunxfavxz)  (No Limit Texas Hold'em) (dealer: ""dk @ IB1rRLac0F"") --",2023-02-17T23:04:09.177Z,167667504917700
"""dk @ IB1rRLac0F"" shows a 3♦, J♥.",2023-02-17T23:04:03.900Z,167667504390000
"-- ending hand #58 --",2023-02-17T23:04:02.618Z,167667504261802
"""teddye @ kOMtSCwNxC"" collected 3.60 from pot with Two Pair, K's & 7's (combination: K♦, K♣, 7♣, 7♠, Q♠)",2023-02-17T23:04:02.618Z,167667504261801
"""teddye @ kOMtSCwNxC"" shows a K♦, 2♣.",2023-02-17T23:04:02.618Z,167667504261800
"""dk @ IB1rRLac0F"" calls 1.20",2023-02-17T23:04:01.803Z,167667504180300
"""teddye @ kOMtSCwNxC"" bets 1.20",2023-02-17T23:03:59.572Z,167667503957200
"""dk @ IB1rRLac0F"" checks",2023-02-17T23:03:57.354Z,167667503735400
"River: Q♠, 7♣, 7♠, 5♥ [K♣]",2023-02-17T23:03:56.481Z,167667503648100
"""dk @ IB1rRLac0F"" calls 0.40",2023-02-17T23:03:55.674Z,167667503567400
"""teddye @ kOMtSCwNxC"" bets 0.40",2023-02-17T23:03:54.694Z,167667503469400
"""dk @ IB1rRLac0F"" checks",2023-02-17T23:03:52.832Z,167667503283200
"Turn: Q♠, 7♣, 7♠ [5♥]",2023-02-17T23:03:52.210Z,167667503221000
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T23:03:51.395Z,167667503139500
"""dk @ IB1rRLac0F"" checks",2023-02-17T23:03:50.282Z,167667503028200
"Flop:  [Q♠, 7♣, 7♠]",2023-02-17T23:03:48.766Z,167667502876600
"""dk @ IB1rRLac0F"" checks",2023-02-17T23:03:47.901Z,167667502790100
"""teddye @ kOMtSCwNxC"" calls 0.20",2023-02-17T23:03:46.778Z,167667502677800
"""dk @ IB1rRLac0F"" posts a big blind of 0.20",2023-02-17T23:03:45.965Z,167667502596505
"""teddye @ kOMtSCwNxC"" posts a small blind of 0.10",2023-02-17T23:03:45.965Z,167667502596504
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (17.90) | #10 ""dk @ IB1rRLac0F"" (62.10)",2023-02-17T23:03:45.965Z,167667502596501
"-- starting hand #58 (id: pjdfydxoyqtr)  (No Limit Texas Hold'em) (dealer: ""teddye @ kOMtSCwNxC"") --",2023-02-17T23:03:45.965Z,167667502596500
"""teddye @ kOMtSCwNxC"" shows a 9♥, 7♥.",2023-02-17T23:03:41.314Z,167667502131400
"""dk @ IB1rRLac0F"" shows a 5♠, 2♦.",2023-02-17T23:03:40.176Z,167667502017600
"-- ending hand #57 --",2023-02-17T23:03:38.606Z,167667501860602
"""dk @ IB1rRLac0F"" collected 3.60 from pot",2023-02-17T23:03:38.606Z,167667501860601
"Uncalled bet of 3.60 returned to ""dk @ IB1rRLac0F""",2023-02-17T23:03:38.606Z,167667501860600
"""teddye @ kOMtSCwNxC"" folds",2023-02-17T23:03:37.793Z,167667501779300
"""dk @ IB1rRLac0F"" bets 3.60",2023-02-17T23:03:36.956Z,167667501695600
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T23:03:34.550Z,167667501455000
"Turn: A♦, 3♠, K♠ [4♦]",2023-02-17T23:03:31.599Z,167667501159900
"""teddye @ kOMtSCwNxC"" calls 1.20",2023-02-17T23:03:30.788Z,167667501078800
"""dk @ IB1rRLac0F"" bets 1.20",2023-02-17T23:03:29.872Z,167667500987200
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T23:03:27.058Z,167667500705800
"Flop:  [A♦, 3♠, K♠]",2023-02-17T23:03:25.352Z,167667500535200
"""teddye @ kOMtSCwNxC"" calls 0.60",2023-02-17T23:03:24.485Z,167667500448500
"""dk @ IB1rRLac0F"" raises to 0.60",2023-02-17T23:03:23.363Z,167667500336300
"""teddye @ kOMtSCwNxC"" posts a big blind of 0.20",2023-02-17T23:03:20.553Z,167667500055305
"""dk @ IB1rRLac0F"" posts a small blind of 0.10",2023-02-17T23:03:20.553Z,167667500055304
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (19.70) | #10 ""dk @ IB1rRLac0F"" (60.30)",2023-02-17T23:03:20.553Z,167667500055301
"-- starting hand #57 (id: oeqcxvbuksh3)  (No Limit Texas Hold'em) (dealer: ""dk @ IB1rRLac0F"") --",2023-02-17T23:03:20.553Z,167667500055300
"""teddye @ kOMtSCwNxC"" shows a 10♠, 5♥.",2023-02-17T23:03:14.497Z,167667499449700
"-- ending hand #56 --",2023-02-17T23:03:13.943Z,167667499394302
"""teddye @ kOMtSCwNxC"" collected 0.40 from pot",2023-02-17T23:03:13.943Z,167667499394301
"Uncalled bet of 19.30 returned to ""teddye @ kOMtSCwNxC""",2023-02-17T23:03:13.943Z,167667499394300
"""dk @ IB1rRLac0F"" folds",2023-02-17T23:03:13.116Z,167667499311600
"""teddye @ kOMtSCwNxC"" raises to 19.50 and go all in",2023-02-17T23:03:10.901Z,167667499090100
"""dk @ IB1rRLac0F"" posts a big blind of 0.20",2023-02-17T23:03:08.453Z,167667498845305
"""teddye @ kOMtSCwNxC"" posts a small blind of 0.10",2023-02-17T23:03:08.453Z,167667498845304
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (19.50) | #10 ""dk @ IB1rRLac0F"" (60.50)",2023-02-17T23:03:08.453Z,167667498845301
"-- starting hand #56 (id: txg7lrugz2rv)  (No Limit Texas Hold'em) (dealer: ""teddye @ kOMtSCwNxC"") --",2023-02-17T23:03:08.453Z,167667498845300
"""dk @ IB1rRLac0F"" shows a 3♥, 7♦.",2023-02-17T23:03:03.073Z,167667498307300
"-- ending hand #55 --",2023-02-17T23:03:01.936Z,167667498193602
"""teddye @ kOMtSCwNxC"" collected 11.60 from pot with Flush, Ks High (combination: K♠, 5♠, 4♠, 3♠, 2♠)",2023-02-17T23:03:01.936Z,167667498193601
"""teddye @ kOMtSCwNxC"" shows a K♠, 3♠.",2023-02-17T23:03:01.936Z,167667498193600
"""dk @ IB1rRLac0F"" calls 4.00",2023-02-17T23:03:01.072Z,167667498107200
"""teddye @ kOMtSCwNxC"" bets 4.00",2023-02-17T23:02:59.057Z,167667497905700
"River: K♥, 2♠, A♣, 5♠ [4♠]",2023-02-17T23:02:55.378Z,167667497537800
"""dk @ IB1rRLac0F"" calls 1.20",2023-02-17T23:02:54.539Z,167667497453900
"""teddye @ kOMtSCwNxC"" bets 1.20",2023-02-17T23:02:53.581Z,167667497358100
"Turn: K♥, 2♠, A♣ [5♠]",2023-02-17T23:02:51.529Z,167667497152900
"""dk @ IB1rRLac0F"" checks",2023-02-17T23:02:50.650Z,167667497065000
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T23:02:49.678Z,167667496967800
"Flop:  [K♥, 2♠, A♣]",2023-02-17T23:02:47.026Z,167667496702600
"""teddye @ kOMtSCwNxC"" calls 0.60",2023-02-17T23:02:46.192Z,167667496619200
"""dk @ IB1rRLac0F"" raises to 0.60",2023-02-17T23:02:45.296Z,167667496529600
"""teddye @ kOMtSCwNxC"" posts a big blind of 0.20",2023-02-17T23:02:43.429Z,167667496342905
"""dk @ IB1rRLac0F"" posts a small blind of 0.10",2023-02-17T23:02:43.429Z,167667496342904
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (13.70) | #10 ""dk @ IB1rRLac0F"" (66.30)",2023-02-17T23:02:43.429Z,167667496342901
"-- starting hand #55 (id: 2j8codugqucw)  (No Limit Texas Hold'em) (dealer: ""dk @ IB1rRLac0F"") --",2023-02-17T23:02:43.429Z,167667496342900
"""teddye @ kOMtSCwNxC"" shows a 3♣, 4♣.",2023-02-17T23:02:41.210Z,167667496121000
"""dk @ IB1rRLac0F"" shows a 4♥, A♥.",2023-02-17T23:02:38.099Z,167667495809900
"-- ending hand #54 --",2023-02-17T23:02:36.100Z,167667495610002
"""dk @ IB1rRLac0F"" collected 3.60 from pot",2023-02-17T23:02:36.100Z,167667495610001
"Uncalled bet of 3.60 returned to ""dk @ IB1rRLac0F""",2023-02-17T23:02:36.100Z,167667495610000
"""teddye @ kOMtSCwNxC"" folds",2023-02-17T23:02:35.260Z,167667495526000
"""dk @ IB1rRLac0F"" bets 3.60",2023-02-17T23:02:34.263Z,167667495426300
"Turn: 8♥, K♠, A♦ [K♥]",2023-02-17T23:02:30.694Z,167667495069400
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T23:02:29.803Z,167667494980300
"""dk @ IB1rRLac0F"" checks",2023-02-17T23:02:28.007Z,167667494800700
"Flop:  [8♥, K♠, A♦]",2023-02-17T23:02:26.764Z,167667494676400
"""dk @ IB1rRLac0F"" calls 1.80",2023-02-17T23:02:25.957Z,167667494595700
"""teddye @ kOMtSCwNxC"" raises to 1.80",2023-02-17T23:02:24.878Z,167667494487800
"""dk @ IB1rRLac0F"" raises to 0.60",2023-02-17T23:02:22.641Z,167667494264100
"""teddye @ kOMtSCwNxC"" calls 0.20",2023-02-17T23:02:20.024Z,167667494002400
"""dk @ IB1rRLac0F"" posts a big blind of 0.20",2023-02-17T23:02:19.087Z,167667493908705
